id,choice1,choice2,state,money
10173_20180718,2,1,3,1
10173_20180718,2,1,3,1
10173_20180718,2,1,3,1
10173_20180718,2,1,3,0
10173_20180718,2,2,2,1
10173_20180718,2,1,3,1
10173_20180718,2,1,2,1
10173_20180718,2,1,3,1
10173_20180718,2,1,2,1
10173_20180718,2,1,3,1
10173_20180718,2,1,2,1
10173_20180718,2,1,3,1
10173_20180718,2,1,3,1
10173_20180718,2,1,3,1
10173_20180718,2,1,3,0
10173_20180718,2,1,3,1
10173_20180718,2,1,3,1
10173_20180718,2,1,2,0
10173_20180718,2,1,3,1
10173_20180718,2,2,2,1
10173_20180718,2,1,3,0
10173_20180718,2,2,2,1
10173_20180718,2,1,3,1
10173_20180718,2,1,3,0
10173_20180718,2,1,3,0
10173_20180718,2,2,3,0
10173_20180718,2,2,3,0
10173_20180718,2,2,2,0
10173_20180718,2,2,3,0
10173_20180718,2,2,2,1
10173_20180718,2,1,3,0
10173_20180718,2,1,3,0
10173_20180718,1,2,3,0
10173_20180718,1,2,2,1
10173_20180718,1,2,2,1
10173_20180718,1,2,2,1
10173_20180718,1,2,2,1
10173_20180718,1,2,2,1
10173_20180718,1,2,3,1
10173_20180718,1,2,2,1
10173_20180718,1,2,3,1
10173_20180718,1,2,2,0
10173_20180718,1,2,2,1
10173_20180718,1,2,2,1
10173_20180718,1,1,2,0
10173_20180718,1,1,3,1
10173_20180718,1,1,2,1
10173_20180718,1,1,2,1
10173_20180718,1,1,2,0
10173_20180718,1,1,3,0
10173_20180718,1,2,2,1
10173_20180718,1,2,3,0
10173_20180718,1,2,2,1
10173_20180718,1,2,2,1
10173_20180718,1,2,2,0
10173_20180718,1,2,2,0
10173_20180718,1,1,3,0
10173_20180718,1,1,3,0
10173_20180718,1,1,2,1
10173_20180718,1,2,3,1
10173_20180718,1,1,2,1
10173_20180718,1,1,2,1
10173_20180718,1,1,2,0
10173_20180718,1,1,2,1
10173_20180718,1,1,2,0
10173_20180718,1,1,2,1
10173_20180718,1,1,3,1
10173_20180718,1,1,2,0
10173_20180718,1,1,2,1
10173_20180718,1,1,2,1
10173_20180718,1,1,2,0
10173_20180718,1,1,2,1
10173_20180718,1,1,2,1
10173_20180718,1,1,2,0
10173_20180718,2,2,2,1
10173_20180718,2,2,3,0
10173_20180718,2,2,2,1
10173_20180718,2,2,3,0
10173_20180718,2,1,3,1
10173_20180718,2,1,3,0
10173_20180718,2,1,2,0
10173_20180718,2,2,3,1
10173_20180718,2,2,3,1
10173_20180718,2,2,3,0
10173_20180718,2,1,3,1
10173_20180718,2,2,3,0
10173_20180718,2,1,3,0
10173_20180718,2,2,3,0
10173_20180718,1,1,3,0
10173_20180718,1,2,2,0
10173_20180718,1,1,2,0
10173_20180718,1,1,2,0
10173_20180718,2,2,3,0
10173_20180718,2,1,3,1
10173_20180718,2,1,3,0
10173_20180718,2,1,3,0
10173_20180718,2,2,3,1
10173_20180718,2,2,3,1
10173_20180718,2,2,2,0
10173_20180718,2,2,3,1
10173_20180718,2,2,3,0
10173_20180718,2,1,3,0
10173_20180718,2,1,3,1
10173_20180718,2,1,2,0
10173_20180718,2,2,2,1
10173_20180718,2,1,3,1
10173_20180718,2,1,2,1
10173_20180718,2,1,3,0
10173_20180718,2,2,2,0
10173_20180718,2,1,2,0
10173_20180718,2,1,3,1
10173_20180718,2,1,2,0
10173_20180718,2,1,3,1
10173_20180718,2,1,3,1
10173_20180718,2,1,3,1
10173_20180718,2,1,3,1
10173_20180718,2,1,2,1
10173_20180718,2,1,3,1
10173_20180718,2,1,3,0
10173_20180718,2,1,3,1
10173_20180718,2,1,3,1
10173_20180718,2,1,3,1
10173_20180718,2,1,2,1
10173_20180718,2,1,3,1
10173_20180718,2,1,3,0
10173_20180718,2,1,2,0
10173_20180718,2,1,2,0
10173_20180718,2,2,2,0
10173_20180718,2,2,2,1
10173_20180718,2,2,2,1
10173_20180718,2,2,2,0
10173_20180718,2,2,2,0
10173_20180718,2,1,3,0
10173_20180718,2,1,2,1
10173_20180718,2,1,3,0
10173_20180718,2,2,3,0
10173_20180718,1,1,2,0
10173_20180718,1,1,2,1
10173_20180718,1,1,2,0
10173_20180718,1,2,3,1
10173_20180718,1,2,2,1
10173_20180718,1,2,2,0
10173_20180718,1,2,2,0
10173_20180718,1,1,2,1
10173_20180718,1,1,3,1
10173_20180718,1,1,2,0
10173_20180718,2,2,3,0
10173_20180718,2,1,2,1
10173_20180718,1,1,2,0
10173_20180718,1,1,2,0
10173_20180718,1,2,2,0
10173_20180718,2,2,2,0
10173_20180718,2,1,3,1
10173_20180718,2,1,3,1
10173_20180718,2,1,2,0
10173_20180718,2,1,2,1
10173_20180718,2,2,2,1
10173_20180718,2,2,3,1
10173_20180718,2,2,2,0
10173_20180718,2,2,3,1
10173_20180718,2,2,3,0
10173_20180718,2,2,3,0
10173_20180718,1,1,3,1
10173_20180718,1,1,2,1
10173_20180718,1,1,2,0
10173_20180718,2,2,3,0
10173_20180718,1,1,2,1
10173_20180718,2,2,3,0
10173_20180718,1,1,2,0
10173_20180718,1,2,2,1
10173_20180718,1,2,2,0
10173_20180718,1,2,2,1
10173_20180718,1,2,2,1
10173_20180718,1,2,2,0
10173_20180718,1,2,2,0
10173_20180718,1,2,2,1
10173_20180718,1,2,2,0
10173_20180718,1,2,2,0
10173_20200129,2,2,3,0
10173_20200129,1,1,2,1
10173_20200129,1,1,2,1
10173_20200129,1,1,2,0
10173_20200129,1,1,2,0
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,0
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,3,0
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,0
10173_20200129,1,2,2,1
10173_20200129,1,2,2,0
10173_20200129,1,2,3,1
10173_20200129,2,2,3,0
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,2,1
10173_20200129,2,1,3,1
10173_20200129,2,1,2,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,0
10173_20200129,2,1,3,1
10173_20200129,2,1,3,0
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,2,0
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,0
10173_20200129,2,1,3,1
10173_20200129,2,2,2,0
10173_20200129,2,1,3,0
10173_20200129,2,2,3,1
10173_20200129,2,2,3,0
10173_20200129,2,1,3,0
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,3,0
10173_20200129,1,2,2,1
10173_20200129,1,1,3,0
10173_20200129,1,2,3,0
10173_20200129,1,2,3,0
10173_20200129,1,1,3,0
10173_20200129,2,2,3,1
10173_20200129,1,2,3,1
10173_20200129,1,2,2,0
10173_20200129,1,2,2,1
10173_20200129,1,2,3,0
10173_20200129,1,2,2,1
10173_20200129,1,2,2,0
10173_20200129,1,2,2,0
10173_20200129,1,1,3,0
10173_20200129,1,2,3,0
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,0
10173_20200129,1,2,2,0
10173_20200129,1,1,2,1
10173_20200129,1,1,2,1
10173_20200129,1,1,2,1
10173_20200129,1,1,2,1
10173_20200129,1,1,2,0
10173_20200129,1,1,2,1
10173_20200129,1,1,2,0
10173_20200129,1,1,2,1
10173_20200129,1,1,2,1
10173_20200129,1,1,3,1
10173_20200129,1,1,2,0
10173_20200129,1,1,2,0
10173_20200129,2,1,3,0
10173_20200129,2,2,3,0
10173_20200129,2,1,2,0
10173_20200129,2,1,3,1
10173_20200129,1,1,3,0
10173_20200129,2,2,3,0
10173_20200129,2,2,3,0
10173_20200129,2,1,3,0
10173_20200129,1,2,2,0
10173_20200129,1,1,2,1
10173_20200129,1,1,3,0
10173_20200129,1,1,2,1
10173_20200129,1,1,2,0
10173_20200129,1,1,3,1
10173_20200129,1,1,2,0
10173_20200129,1,1,2,0
10173_20200129,1,2,2,1
10173_20200129,1,2,2,0
10173_20200129,1,1,2,0
10173_20200129,1,1,2,0
10173_20200129,2,2,2,0
10173_20200129,2,2,2,0
10173_20200129,2,2,3,0
10173_20200129,2,1,3,1
10173_20200129,2,1,2,0
10173_20200129,2,1,3,0
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,2,0
10173_20200129,2,1,3,1
10173_20200129,2,1,3,0
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,2,0
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,0
10173_20200129,2,2,3,0
10173_20200129,2,1,3,1
10173_20200129,2,1,2,0
10173_20200129,1,2,2,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,0
10173_20200129,2,1,2,0
10173_20200129,2,1,3,0
10173_20200129,2,2,3,1
10173_20200129,1,2,3,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,3,1
10173_20200129,1,2,3,0
10173_20200129,1,2,2,1
10173_20200129,1,2,2,0
10173_20200129,1,1,3,1
10173_20200129,1,2,2,1
10173_20200129,1,1,3,1
10173_20200129,1,2,2,0
10173_20200129,1,2,3,1
10173_20200129,1,2,3,0
10173_20200129,1,1,2,1
10173_20200129,1,1,2,0
10173_20200129,2,1,3,1
10173_20200129,2,1,2,0
10173_20200129,2,2,2,1
10173_20200129,1,1,2,1
10173_20200129,2,1,3,1
10173_20200129,2,1,2,0
10173_20200129,2,1,3,0
10173_20200129,2,2,2,1
10173_20200129,2,1,3,0
10173_20200129,2,2,2,1
10173_20200129,2,2,2,0
10173_20200129,2,2,3,0
10173_20200129,2,1,2,1
10173_20200129,2,1,3,1
10173_20200129,2,1,3,0
10173_20200129,2,2,2,1
10173_20200129,2,1,3,0
10173_20200129,2,2,3,0
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,0
10173_20200129,1,1,2,0
10173_20200129,1,1,2,1
10173_20200129,1,1,2,1
10173_20200129,1,1,3,0
10173_20200129,1,2,3,0
10173_20200129,1,1,3,0
10173_20200129,1,1,2,0
10173_20200129,1,1,2,1
10173_20200129,1,1,2,0
10173_20200129,2,2,3,1
10173_20200129,2,2,2,0
10173_20200129,1,1,2,1
10173_20200129,1,1,2,1
10173_20200129,1,2,3,0
10173_20200129,1,1,3,1
10173_20200129,1,1,2,1
10173_20200129,1,1,3,1
10173_20200129,1,1,2,0
10173_20200129,1,1,2,0
10173_20200129,1,2,2,1
10173_20200129,1,2,3,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,0
10173_20200129,1,2,2,0
10173_20200129,1,2,3,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20200129,1,2,2,1
10173_20210809,2,2,2,0
10173_20210809,1,1,2,1
10173_20210809,1,1,2,1
10173_20210809,1,2,3,1
10173_20210809,1,2,3,0
10173_20210809,2,1,2,0
10173_20210809,2,1,3,1
10173_20210809,2,1,3,0
10173_20210809,2,2,3,0
10173_20210809,1,2,3,0
10173_20210809,1,1,2,1
10173_20210809,1,1,2,0
10173_20210809,1,1,3,1
10173_20210809,1,1,2,1
10173_20210809,1,1,3,1
10173_20210809,1,1,3,1
10173_20210809,1,1,2,0
10173_20210809,2,2,2,0
10173_20210809,2,2,2,0
10173_20210809,1,1,2,0
10173_20210809,1,1,2,1
10173_20210809,1,1,3,0
10173_20210809,1,1,2,0
10173_20210809,1,1,2,1
10173_20210809,1,1,3,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,0
10173_20210809,1,1,2,0
10173_20210809,1,1,3,0
10173_20210809,2,2,3,0
10173_20210809,2,2,3,1
10173_20210809,2,2,2,1
10173_20210809,2,2,2,1
10173_20210809,2,2,3,1
10173_20210809,2,2,3,0
10173_20210809,2,2,3,0
10173_20210809,2,1,3,1
10173_20210809,2,1,3,0
10173_20210809,2,2,2,0
10173_20210809,1,2,2,1
10173_20210809,1,2,2,1
10173_20210809,1,2,2,1
10173_20210809,1,2,2,1
10173_20210809,1,2,2,1
10173_20210809,1,2,2,1
10173_20210809,1,2,2,1
10173_20210809,1,2,2,1
10173_20210809,1,2,2,1
10173_20210809,1,2,2,0
10173_20210809,1,2,3,0
10173_20210809,1,1,3,1
10173_20210809,1,2,2,1
10173_20210809,1,2,2,0
10173_20210809,1,2,3,0
10173_20210809,1,2,2,1
10173_20210809,1,2,2,0
10173_20210809,2,1,2,0
10173_20210809,2,1,3,0
10173_20210809,2,1,3,1
10173_20210809,2,1,3,1
10173_20210809,2,1,2,1
10173_20210809,2,1,3,1
10173_20210809,2,1,2,1
10173_20210809,2,1,3,0
10173_20210809,1,2,2,1
10173_20210809,1,2,2,1
10173_20210809,2,2,3,0
10173_20210809,1,1,3,0
10173_20210809,1,1,3,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,0
10173_20210809,1,1,3,0
10173_20210809,1,1,2,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,0
10173_20210809,2,2,2,1
10173_20210809,2,2,3,0
10173_20210809,2,1,2,1
10173_20210809,2,1,3,0
10173_20210809,1,1,2,0
10173_20210809,1,1,3,0
10173_20210809,1,2,2,0
10173_20210809,1,1,2,0
10173_20210809,1,2,2,0
10173_20210809,2,2,2,1
10173_20210809,2,1,3,1
10173_20210809,2,1,3,0
10173_20210809,2,1,3,1
10173_20210809,2,1,3,1
10173_20210809,2,1,3,1
10173_20210809,2,1,2,1
10173_20210809,2,1,2,1
10173_20210809,2,1,3,1
10173_20210809,2,1,3,0
10173_20210809,2,2,3,0
10173_20210809,2,1,3,1
10173_20210809,2,1,2,1
10173_20210809,2,1,3,1
10173_20210809,2,1,3,1
10173_20210809,2,1,3,1
10173_20210809,2,1,3,1
10173_20210809,2,1,3,0
10173_20210809,2,1,2,1
10173_20210809,2,1,3,1
10173_20210809,2,1,2,0
10173_20210809,2,2,2,1
10173_20210809,2,1,3,0
10173_20210809,2,2,3,0
10173_20210809,2,2,3,1
10173_20210809,2,1,3,0
10173_20210809,2,2,3,0
10173_20210809,1,2,2,1
10173_20210809,1,2,2,0
10173_20210809,1,2,2,0
10173_20210809,1,1,2,0
10173_20210809,1,2,2,1
10173_20210809,1,2,2,1
10173_20210809,2,1,3,1
10173_20210809,1,1,3,1
10173_20210809,1,2,2,0
10173_20210809,1,1,2,0
10173_20210809,1,2,2,1
10173_20210809,1,2,2,0
10173_20210809,1,1,3,1
10173_20210809,1,1,3,1
10173_20210809,1,1,3,1
10173_20210809,1,1,2,0
10173_20210809,1,2,3,0
10173_20210809,1,1,3,1
10173_20210809,1,1,2,0
10173_20210809,1,2,2,0
10173_20210809,1,1,2,0
10173_20210809,1,2,2,1
10173_20210809,1,2,3,0
10173_20210809,1,1,2,0
10173_20210809,1,2,2,0
10173_20210809,1,2,2,1
10173_20210809,1,2,2,0
10173_20210809,1,2,3,0
10173_20210809,1,2,2,1
10173_20210809,1,2,3,1
10173_20210809,1,2,2,1
10173_20210809,1,2,3,1
10173_20210809,1,2,3,0
10173_20210809,1,2,3,1
10173_20210809,1,2,2,0
10173_20210809,1,2,3,1
10173_20210809,1,2,2,1
10173_20210809,1,2,2,1
10173_20210809,1,2,2,1
10173_20210809,1,2,3,1
10173_20210809,1,2,3,0
10173_20210809,1,1,2,0
10173_20210809,1,1,2,0
10173_20210809,1,2,2,1
10173_20210809,1,2,2,0
10173_20210809,1,1,3,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,1
10173_20210809,1,1,3,0
10173_20210809,2,2,3,0
10173_20210809,2,1,2,1
10173_20210809,2,1,3,1
10173_20210809,2,1,3,0
10173_20210809,2,2,3,1
10173_20210809,2,1,3,0
10173_20210809,2,2,3,0
10173_20210809,1,1,2,0
10173_20210809,1,2,3,0
10173_20210809,1,2,2,0
10173_20210809,1,1,3,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,0
10173_20210809,1,1,2,0
10173_20210809,2,2,3,0
10173_20210809,2,1,3,0
10173_20210809,2,2,3,0
10173_20210809,1,2,2,1
10173_20210809,1,2,3,1
10173_20210809,1,2,2,1
10173_20210809,1,2,3,0
10173_20210809,1,1,3,0
10173_20210809,1,2,2,1
10173_20210809,1,2,3,1
10173_20210809,1,2,2,1
10173_20210809,1,2,3,0
10173_20210809,1,1,2,1
10173_20210809,1,2,2,1
10173_20210809,1,1,2,1
10173_20210809,1,1,2,0
10173_20210809,1,1,2,0
10173_20210809,1,2,3,0
10195_20180212,1,1,2,1
10195_20180212,1,2,3,0
10195_20180212,1,1,2,0
10195_20180212,2,1,3,0
10195_20180212,1,2,3,0
10195_20180212,1,1,2,0
10195_20180212,1,2,2,0
10195_20180212,1,1,3,1
10195_20180212,2,1,3,0
10195_20180212,2,2,3,0
10195_20180212,2,1,2,1
10195_20180212,2,1,3,1
10195_20180212,2,1,3,1
10195_20180212,2,1,3,0
10195_20180212,2,1,2,0
10195_20180212,2,1,3,0
10195_20180212,2,2,3,1
10195_20180212,2,2,3,0
10195_20180212,1,1,2,1
10195_20180212,2,2,3,0
10195_20180212,2,1,2,1
10195_20180212,1,1,2,0
10195_20180212,1,1,2,1
10195_20180212,1,1,2,0
10195_20180212,2,1,2,1
10195_20180212,2,1,2,1
10195_20180212,2,1,3,1
10195_20180212,2,1,2,0
10195_20180212,2,1,3,0
10195_20180212,1,1,2,0
10195_20180212,2,2,3,1
10195_20180212,2,2,3,0
10195_20180212,2,1,2,1
10195_20180212,2,1,2,0
10195_20180212,2,2,2,0
10195_20180212,2,1,3,0
10195_20180212,2,1,3,1
10195_20180212,2,1,3,1
10195_20180212,2,1,3,1
10195_20180212,2,1,3,1
10195_20180212,2,1,3,1
10195_20180212,2,1,2,1
10195_20180212,2,1,2,0
10195_20180212,2,1,2,0
10195_20180212,2,1,3,1
10195_20180212,2,1,3,0
10195_20180212,1,1,2,0
10195_20180212,1,1,3,1
10195_20180212,1,1,2,1
10195_20180212,1,1,2,1
10195_20180212,1,1,2,0
10195_20180212,2,2,3,1
10195_20180212,2,2,3,0
10195_20180212,1,1,2,0
10195_20180212,2,2,3,1
10195_20180212,2,2,3,0
10195_20180212,2,2,2,1
10195_20180212,1,1,2,1
10195_20180212,2,2,3,0
10195_20180212,2,2,2,0
10195_20180212,1,1,2,1
10195_20180212,1,1,2,1
10195_20180212,1,1,2,0
10195_20180212,2,2,3,0
10195_20180212,2,2,3,1
10195_20180212,2,2,3,1
10195_20180212,2,1,2,1
10195_20180212,2,1,3,1
10195_20180212,2,1,3,0
10195_20180212,2,1,3,1
10195_20180212,2,1,3,1
10195_20180212,2,1,3,1
10195_20180212,1,1,2,0
10195_20180212,1,1,3,1
10195_20180212,2,1,2,0
10195_20180212,1,2,2,1
10195_20180212,2,1,3,0
10195_20180212,1,2,2,1
10195_20180212,1,2,2,1
10195_20180212,1,2,2,1
10195_20180212,1,2,2,1
10195_20180212,1,2,3,0
10195_20180212,1,1,3,1
10195_20180212,1,2,2,0
10195_20180212,1,2,3,0
10195_20180212,1,1,3,1
10195_20180212,1,1,2,1
10195_20180212,1,2,2,1
10195_20180212,2,1,3,1
10195_20180212,1,2,2,1
10195_20180212,1,2,2,1
10195_20180212,1,2,3,1
10195_20180212,1,2,2,1
10195_20180212,1,2,2,0
10195_20180212,1,2,3,1
10195_20180212,1,2,2,0
10195_20180212,1,2,2,0
10195_20180212,1,2,2,0
10195_20180212,1,2,2,0
10195_20180212,1,2,3,0
10195_20180212,1,2,2,1
10195_20180212,1,2,2,1
10195_20180212,1,2,2,0
10195_20180212,1,2,2,0
10195_20180212,2,2,3,1
10195_20180212,2,2,3,0
10195_20180212,2,1,2,1
10195_20180212,1,1,2,0
10195_20180212,1,1,3,0
10195_20180212,2,1,3,1
10195_20180212,2,1,2,1
10195_20180212,2,2,3,0
10195_20180212,2,1,2,0
10195_20180212,2,1,3,1
10195_20180212,2,1,3,1
10195_20180212,2,1,3,1
10195_20180212,2,1,3,0
10195_20180212,2,1,2,0
10195_20180212,2,1,3,1
10195_20180212,2,2,3,1
10195_20180212,2,2,2,1
10195_20180212,2,2,3,1
10195_20180212,2,2,3,0
10195_20180212,1,1,2,1
10195_20180212,1,1,3,1
10195_20180212,1,1,3,1
10195_20180212,1,1,2,0
10195_20180212,2,2,2,0
10195_20180212,1,1,2,0
10195_20180212,2,2,3,1
10195_20180212,2,2,2,1
