id,choice1,choice2,state,money
10195_20190319,2,2,3,1
10195_20190319,2,2,3,1
10195_20190319,2,2,3,1
10195_20190319,2,1,3,0
10195_20190319,2,2,3,0
10195_20190319,2,1,3,0
10195_20190319,2,2,3,0
10195_20190319,2,2,3,1
10195_20190319,2,2,3,1
10195_20190319,2,2,3,0
10195_20190319,2,2,3,0
10195_20190319,1,1,2,0
10195_20190319,1,1,2,1
10195_20190319,2,2,3,1
10195_20190319,2,2,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,3,0
10843_20190528,1,1,2,0
10843_20190528,1,1,2,1
10843_20190528,1,1,3,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,3,1
10843_20190528,1,1,2,0
10843_20190528,1,1,2,1
10843_20190528,1,1,2,0
10843_20190528,1,2,2,0
10843_20190528,2,1,3,1
10843_20190528,2,1,2,0
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,2,1
10843_20190528,2,1,2,1
10843_20190528,2,1,3,1
10843_20190528,2,1,2,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,0
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,3,0
10843_20190528,1,1,2,1
10843_20190528,1,1,3,1
10843_20190528,1,1,2,1
10843_20190528,1,1,3,0
10843_20190528,1,1,3,0
10843_20190528,1,2,3,0
10843_20190528,1,1,2,0
10843_20190528,1,1,2,0
10843_20190528,1,2,3,0
10843_20190528,1,1,3,0
10843_20190528,1,1,3,0
10843_20190528,1,2,3,0
10843_20190528,2,2,2,1
10843_20190528,2,2,3,0
10843_20190528,2,1,3,1
10843_20190528,1,1,3,0
10843_20190528,2,1,3,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,3,1
10843_20190528,1,1,3,1
10843_20190528,1,1,2,0
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,3,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,0
10843_20190528,1,1,3,0
10843_20190528,1,1,2,1
10843_20190528,1,1,3,1
10843_20190528,1,1,2,0
10843_20190528,1,1,2,1
10843_20190528,1,1,3,0
10843_20190528,1,1,3,0
10843_20190528,1,1,3,1
10843_20190528,1,1,2,0
10843_20190528,1,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,3,1
10843_20190528,1,1,2,0
10843_20190528,2,1,3,0
10843_20190528,1,2,3,0
10843_20190528,2,2,2,0
10843_20190528,1,1,2,0
10843_20190528,2,1,3,0
10843_20190528,1,1,2,1
10843_20190528,1,1,2,0
10843_20190528,1,1,2,0
10843_20190528,1,1,2,0
10843_20190528,2,1,3,1
10843_20190528,2,1,3,0
10843_20190528,2,1,3,1
10843_20190528,2,1,2,1
10843_20190528,1,1,2,0
10843_20190528,2,1,2,0
10843_20190528,2,1,3,0
10843_20190528,2,2,3,0
10843_20190528,1,2,2,0
10843_20190528,1,1,2,1
10843_20190528,1,1,3,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,0
10843_20190528,1,1,2,0
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,2,0
10843_20190528,2,1,2,0
10843_20190528,2,1,3,0
10843_20190528,2,2,3,1
10843_20190528,2,2,3,0
10843_20190528,2,2,3,1
10843_20190528,2,2,3,1
10843_20190528,2,2,3,0
10843_20190528,2,2,3,0
10843_20190528,1,1,3,1
10843_20190528,1,1,2,0
10843_20190528,1,2,2,0
10843_20190528,1,1,2,1
10843_20190528,1,1,2,0
10843_20190528,1,1,3,0
10843_20190528,2,1,2,1
10843_20190528,1,1,2,1
10843_20190528,1,1,2,0
10843_20190528,1,1,2,0
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,2,0
10843_20190528,2,1,3,1
10843_20190528,2,1,3,0
10843_20190528,2,1,2,1
10843_20190528,2,1,3,0
10843_20190528,2,1,2,0
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,2,0
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,2,1
10843_20190528,2,1,3,0
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,2,1
10843_20190528,2,1,2,0
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,2,0
10843_20190528,2,1,3,1
10843_20190528,2,2,3,1
10843_20190528,2,1,3,0
10843_20190528,2,1,3,1
10843_20190528,2,1,2,0
10843_20190528,2,2,2,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,1,3,1
10843_20190528,2,2,2,1
10843_20190528,1,1,3,1
10843_20190528,1,2,2,1
10843_20190528,1,2,2,1
10843_20190528,1,2,2,1
10843_20190528,1,2,2,1
10843_20190528,1,2,3,0
10843_20190528,1,1,3,1
10843_20190528,1,2,2,0
10843_20190528,2,1,2,1
10843_20190528,2,1,3,0
10843_20190528,2,1,3,0
10843_20190528,1,2,2,1
10843_20190528,1,2,2,1
10843_20190528,1,2,2,0
10843_20190528,1,2,2,1
10843_20190528,1,2,3,0
10843_20190528,1,1,3,1
10843_20190528,2,1,3,0
10843_20190528,1,1,2,0
10843_20190528,1,2,2,1
10843_20190528,1,2,3,1
10843_20190528,1,2,3,1
10843_20190528,2,1,2,1
10843_20190528,2,2,2,1
10843_20190528,2,1,3,0
10843_20190528,2,2,2,1
10843_20190528,1,2,2,1
10843_20190528,1,2,2,0
10843_20190528,2,2,3,1
10843_20190528,2,2,3,0
10843_20190528,1,1,2,0
10843_20190528,1,2,2,1
10843_20190528,1,2,3,0
10843_20190528,2,2,3,1
10843_20190528,2,2,3,1
10843_20190528,2,2,3,0
10843_20190528,2,2,2,1
10843_20190528,1,2,2,0
10843_20190528,1,1,2,0
10997_20190507,1,1,2,0
10997_20190507,2,2,3,1
10997_20190507,2,2,3,1
10997_20190507,2,2,2,1
10997_20190507,2,2,3,0
10997_20190507,2,2,2,1
10997_20190507,2,2,3,1
10997_20190507,2,2,3,1
10997_20190507,1,2,2,0
10997_20190507,2,2,3,1
10997_20190507,2,2,3,1
10997_20190507,2,1,2,1
10997_20190507,2,2,3,1
10997_20190507,2,2,3,0
10997_20190507,2,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,0
10997_20190507,1,1,2,0
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,3,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,0
10997_20190507,2,2,3,0
10997_20190507,1,1,2,1
10997_20190507,2,1,2,1
10997_20190507,1,1,3,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,2,2,3,1
10997_20190507,1,1,3,0
10997_20190507,1,1,2,0
10997_20190507,1,1,2,0
10997_20190507,1,1,2,1
10997_20190507,1,1,2,0
10997_20190507,1,1,2,1
10997_20190507,2,2,3,1
10997_20190507,2,2,3,0
10997_20190507,2,2,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,0
10997_20190507,2,2,2,0
10997_20190507,2,2,3,1
10997_20190507,1,1,2,0
10997_20190507,1,1,2,1
10997_20190507,1,1,2,0
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,3,1
10997_20190507,1,1,3,0
10997_20190507,1,1,3,0
10997_20190507,2,1,3,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,0
10997_20190507,1,1,2,1
10997_20190507,1,1,3,1
10997_20190507,1,1,3,1
10997_20190507,1,1,2,1
10997_20190507,1,1,3,1
10997_20190507,1,1,2,1
10997_20190507,1,1,3,1
10997_20190507,2,2,3,0
10997_20190507,2,2,3,0
10997_20190507,2,2,2,1
10997_20190507,2,2,3,0
10997_20190507,1,1,3,0
10997_20190507,1,2,2,1
10997_20190507,2,1,3,0
10997_20190507,1,1,3,0
10997_20190507,2,1,3,0
10997_20190507,1,1,3,0
10997_20190507,1,2,3,1
10997_20190507,2,2,3,1
10997_20190507,2,2,2,1
10997_20190507,2,2,2,0
10997_20190507,2,2,3,0
10997_20190507,2,2,3,0
10997_20190507,2,2,2,1
10997_20190507,2,2,2,1
10997_20190507,2,2,3,1
10997_20190507,2,2,2,1
10997_20190507,2,2,3,0
10997_20190507,2,2,3,1
10997_20190507,2,2,3,1
10997_20190507,2,2,3,0
10997_20190507,2,2,3,0
10997_20190507,2,2,2,0
10997_20190507,2,2,2,1
10997_20190507,2,2,2,1
10997_20190507,2,2,2,1
10997_20190507,2,2,3,0
10997_20190507,2,2,3,1
10997_20190507,2,2,3,1
10997_20190507,2,2,3,1
10997_20190507,2,2,2,0
10997_20190507,2,2,3,0
10997_20190507,2,2,3,1
10997_20190507,2,2,3,1
10997_20190507,2,2,3,0
10997_20190507,1,1,2,0
10997_20190507,2,1,3,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,0
10997_20190507,1,1,3,1
10997_20190507,1,1,3,0
10997_20190507,1,1,2,0
10997_20190507,2,2,2,1
10997_20190507,2,2,2,1
10997_20190507,2,2,2,1
10997_20190507,2,2,3,1
10997_20190507,2,2,3,1
10997_20190507,2,2,2,0
10997_20190507,2,2,3,0
10997_20190507,2,2,3,0
10997_20190507,2,2,3,0
10997_20190507,1,1,3,1
10997_20190507,2,1,3,1
10997_20190507,2,1,3,0
10997_20190507,2,1,3,1
10997_20190507,1,1,3,0
10997_20190507,1,1,2,0
10997_20190507,1,1,2,0
10997_20190507,2,2,2,0
10997_20190507,1,1,2,1
10997_20190507,1,1,2,0
10997_20190507,1,1,3,1
10997_20190507,1,1,2,0
10997_20190507,1,1,3,1
10997_20190507,1,1,3,1
10997_20190507,1,1,2,0
10997_20190507,2,2,3,1
10997_20190507,2,1,3,0
10997_20190507,2,2,3,0
10997_20190507,1,1,2,0
10997_20190507,1,2,3,0
10997_20190507,2,2,3,1
10997_20190507,2,2,2,1
10997_20190507,2,2,3,1
10997_20190507,2,2,2,1
10997_20190507,2,2,2,0
10997_20190507,2,2,3,1
10997_20190507,2,2,2,0
10997_20190507,1,1,2,1
10997_20190507,2,2,3,1
10997_20190507,2,2,3,0
10997_20190507,1,1,2,1
10997_20190507,1,1,2,0
10997_20190507,1,1,3,1
10997_20190507,1,1,2,0
10997_20190507,2,2,2,0
10997_20190507,1,1,2,1
10997_20190507,1,1,3,0
10997_20190507,2,2,3,0
10997_20190507,2,2,3,0
10997_20190507,1,1,2,0
10997_20190507,2,1,3,1
10997_20190507,2,2,3,0
10997_20190507,2,2,3,0
10997_20190507,2,2,3,1
10997_20190507,2,1,3,0
10997_20190507,2,1,2,0
10997_20190507,2,2,3,1
10997_20190507,2,2,2,0
10997_20190507,2,2,2,1
10997_20190507,2,2,2,0
10997_20190507,2,2,2,1
10997_20190507,2,2,3,0
10997_20190507,2,2,3,0
10997_20190507,1,1,2,0
10997_20190507,1,1,2,0
10997_20190507,1,1,3,1
10997_20190507,1,1,2,1
10997_20190507,1,1,3,1
10997_20190507,1,1,2,0
10997_20190507,1,1,2,0
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,3,0
10997_20190507,1,1,3,0
10997_20190507,1,1,3,1
10997_20190507,1,1,2,0
10997_20190507,1,1,3,0
10997_20190507,1,1,2,1
10997_20190507,1,1,3,0
10997_20190507,1,1,3,0
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,1
10997_20190507,1,1,2,0
10997_20190507,1,1,2,1
10997_20190507,1,1,2,0
10997_20190507,1,1,3,0
11228_20190226,2,2,3,0
11228_20190226,2,1,3,0
11228_20190226,2,2,3,0
11228_20190226,2,1,3,0
11228_20190226,1,2,2,1
11228_20190226,1,2,2,0
11228_20190226,1,2,3,1
11228_20190226,1,1,2,0
11228_20190226,1,1,2,0
11228_20190226,1,2,2,1
11228_20190226,1,2,2,1
11228_20190226,1,2,2,1
11228_20190226,1,2,3,1
11228_20190226,1,2,2,1
11228_20190226,1,2,3,0
11228_20190226,1,1,3,1
11228_20190226,1,1,3,1
11228_20190226,2,1,2,1
11228_20190226,2,1,3,0
11228_20190226,1,1,2,0
11228_20190226,1,2,2,0
11228_20190226,1,1,3,1
11228_20190226,1,2,2,1
11228_20190226,1,2,2,1
11228_20190226,1,2,2,0
11228_20190226,1,2,2,1
11228_20190226,1,2,2,1
11228_20190226,1,2,3,0
11228_20190226,1,2,2,1
11228_20190226,1,2,3,0
11228_20190226,1,2,2,1
11228_20190226,1,2,2,1
11228_20190226,1,2,2,1
11228_20190226,1,2,2,0
11228_20190226,1,2,2,0
11228_20190226,2,1,3,1
11228_20190226,2,1,3,1
11228_20190226,2,1,3,1
11228_20190226,2,1,3,0
11228_20190226,2,1,2,1
11228_20190226,2,1,2,1
11228_20190226,2,2,3,0
11228_20190226,2,1,3,1
11228_20190226,2,2,2,1
11228_20190226,2,1,3,1
11228_20190226,2,2,2,1
11228_20190226,1,2,2,0
11228_20190226,2,2,3,0
11228_20190226,2,1,2,1
11228_20190226,2,1,3,1
11228_20190226,2,1,3,0
11228_20190226,2,2,3,0
11228_20190226,1,1,3,1
11228_20190226,1,1,3,0
11228_20190226,1,1,3,0
11228_20190226,2,1,3,1
11228_20190226,1,1,3,1
11228_20190226,1,1,2,1
11228_20190226,1,1,2,1
11228_20190226,1,1,2,1
11228_20190226,1,1,2,1
11228_20190226,1,1,2,1
11228_20190226,1,1,2,1
11228_20190226,1,1,2,0
11228_20190226,1,2,2,1
11228_20190226,1,2,3,0
11228_20190226,1,1,2,1
11228_20190226,1,2,3,0
11228_20190226,1,1,3,0
11228_20190226,1,1,2,1
11228_20190226,1,1,2,1
11228_20190226,1,1,2,0
11228_20190226,1,2,3,1
11228_20190226,1,2,2,0
11228_20190226,1,1,2,0
11228_20190226,1,2,3,0
11228_20190226,1,1,2,1
11228_20190226,1,2,2,0
11228_20190226,2,2,2,1
11228_20190226,2,2,2,1
11228_20190226,2,2,2,0
11228_20190226,2,2,2,0
11228_20190226,2,1,3,1
11228_20190226,2,1,3,1
11228_20190226,1,2,2,1
11228_20190226,1,2,2,0
11228_20190226,2,2,2,1
11228_20190226,2,1,3,0
11228_20190226,2,1,3,0
11228_20190226,2,2,3,0
11228_20190226,2,2,3,0
11228_20190226,2,1,3,1
11228_20190226,2,1,3,0
11228_20190226,2,1,3,1
11228_20190226,2,1,3,1
11228_20190226,2,1,3,1
11228_20190226,2,1,2,1
11228_20190226,2,1,2,0
11228_20190226,2,1,3,1
11228_20190226,2,2,2,0
11228_20190226,2,1,2,0
11228_20190226,2,1,3,1
11228_20190226,2,1,2,0
11228_20190226,2,1,3,0
11228_20190226,2,2,2,1
11228_20190226,2,2,3,0
11228_20190226,2,1,3,1
11228_20190226,2,1,2,1
11228_20190226,2,1,2,0
11228_20190226,2,2,3,0
11228_20190226,2,1,2,0
11228_20190226,2,1,3,1
11228_20190226,1,2,2,1
11228_20190226,2,1,3,1
11228_20190226,2,1,2,1
11228_20190226,2,1,2,0
11228_20190226,2,1,3,1
11228_20190226,2,1,3,1
11228_20190226,2,1,3,0
11228_20190226,2,2,2,1
11228_20190226,2,2,3,1
11228_20190226,2,2,2,0
11228_20190226,2,1,3,0
11228_20190226,2,2,3,0
11228_20190226,2,1,2,0
11228_20190226,2,2,3,0
11228_20190226,2,1,3,1
11228_20190226,2,1,3,0
11228_20190226,2,2,3,0
11228_20190226,2,1,3,1
11228_20190226,2,1,3,0
11228_20190226,2,2,2,1
11228_20190226,2,2,3,0
11228_20190226,2,1,3,1
11228_20190226,2,1,3,0
11228_20190226,2,1,3,1
11228_20190226,2,1,3,1
11228_20190226,2,1,3,1
11228_20190226,2,2,3,0
11228_20190226,1,1,3,1
11228_20190226,2,1,3,0
11228_20190226,1,2,2,1
11228_20190226,1,2,2,1
11228_20190226,1,2,3,1
11228_20190226,1,2,3,0
11228_20190226,1,2,3,1
11228_20190226,1,2,2,1
11228_20190226,1,2,2,1
11228_20190226,1,2,3,0
11228_20190226,2,1,2,1
11228_20190226,2,2,3,0
11228_20190226,2,1,3,1
11228_20190226,2,1,3,0
11228_20190226,1,2,2,0
11228_20190226,2,2,2,0
11228_20190226,2,1,3,1
11228_20190226,2,1,2,0
11228_20190226,2,1,3,0
11228_20190226,1,1,3,0
11228_20190226,1,1,2,0
11228_20190226,1,2,3,0
11228_20190226,1,2,2,1
11228_20190226,1,2,2,0
11228_20190226,1,2,3,0
11228_20190226,1,2,2,1
11228_20190226,1,2,2,0
11228_20190226,1,1,3,0
11228_20190226,1,2,3,0
11228_20190226,1,1,3,0
11228_20190226,1,1,2,1
11228_20190226,2,1,3,0
11228_20190226,2,1,2,0
11228_20190226,2,1,2,0
11228_20190226,2,2,3,0
11228_20190226,2,2,3,0
11228_20190226,2,1,3,1
11228_20190226,2,1,3,0
11228_20190226,2,1,3,0
11228_20190226,2,1,2,0
